subject,trial_id,item,condition,fixation_number,duration,start_time,end_time,corrected_start_time,corrected_end_time,x,y,subject_trialID,distance_in_char_widths,blink,y_compare,line_num_compare,y_attach,line_num_attach,y_segment,line_num_segment,y_split,line_num_split,y_stretch,line_num_stretch,y_slice,line_num_slice,y_warp,line_num_warp,y_chain,line_num_chain,y_regress,line_num_regress,y_cluster,line_num_cluster,y_merge,line_num_merge,y_Wisdom_of_Crowds,y_Wisdom_of_Crowds_correction,line_num_y_Wisdom_of_Crowds,line_num_Wisdom_of_Crowds,line_change_Wisdom_of_Crowds,letternum_Wisdom_of_Crowds,letter_Wisdom_of_Crowds,line_let_Wisdom_of_Crowds,on_word_number_Wisdom_of_Crowds,on_word_Wisdom_of_Crowds,word_land_Wisdom_of_Crowds,line_word_Wisdom_of_Crowds,num_words_in_sentence,on_sentence_num_Wisdom_of_Crowds,on_sentence_Wisdom_of_Crowds,sac_in_Wisdom_of_Crowds,sac_out_Wisdom_of_Crowds,word_launch_Wisdom_of_Crowds,word_refix_Wisdom_of_Crowds,sentence_refix_Wisdom_of_Crowds,word_reg_out_Wisdom_of_Crowds,word_reg_in_Wisdom_of_Crowds,word_reg_out_to_Wisdom_of_Crowds,sentence_reg_in_from_Wisdom_of_Crowds,word_reg_in_from_Wisdom_of_Crowds,sentence_reg_in_Wisdom_of_Crowds,sentence_reg_out_Wisdom_of_Crowds,sentence_reg_out_to_Wisdom_of_Crowds,word_firstskip_Wisdom_of_Crowds,sentence_firstskip_Wisdom_of_Crowds,word_runid_Wisdom_of_Crowds,sentence_runid_Wisdom_of_Crowds,word_fix_Wisdom_of_Crowds,sentence_fix_Wisdom_of_Crowds,word_run_Wisdom_of_Crowds,sentence_run_Wisdom_of_Crowds,word_run_fix_Wisdom_of_Crowds,sentence_run_fix_Wisdom_of_Crowds,word_cland_Wisdom_of_Crowds,y_compare_correction,line_change_compare,letternum_compare,letter_compare,line_let_compare,on_word_number_compare,on_word_compare,word_land_compare,line_word_compare,on_sentence_num_compare,on_sentence_compare,sac_in_compare,sac_out_compare,word_launch_compare,word_refix_compare,sentence_refix_compare,sentence_reg_in_compare,sentence_reg_in_from_compare,word_reg_out_compare,word_reg_out_to_compare,word_reg_in_from_compare,sentence_reg_out_compare,sentence_reg_out_to_compare,word_reg_in_compare,word_firstskip_compare,sentence_firstskip_compare,word_runid_compare,sentence_runid_compare,word_fix_compare,sentence_fix_compare,word_run_compare,sentence_run_compare,word_run_fix_compare,sentence_run_fix_compare,word_cland_compare
AMD1111_03,AMD1111_03_page18,,,20,140,4737,4877,4737,4877,718,297,AMD1111_03_page18,8.448,false,280,2,280,2,224,1,280,2,336,3,280,2,224,1,280,2,336,3,280,2,336,3,280,-17,2,2,0,164, ,30,22,luz,0,3,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",8,4,8,false,true,false,false,,,,false,false,,0,0,3,-1,3,21,3,1,1,21,-2,-17,0,164, ,30,22,luz,0,3,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",8,4,8,false,true,false,,false,,,false,,false,0,0,3,-1,3,21,3,1,1,21,-2
AMD1111_03,AMD1111_03_page18,,,21,184,4905,5089,4905,5089,788,299,AMD1111_03_page18,4.135,false,280,2,280,2,224,1,280,2,336,3,280,2,224,1,280,2,336,3,280,2,336,3,280,-19,2,2,0,168, ,34,23,sobre,0,4,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",4,-5,4,false,true,true,false,21,,,false,false,,0,0,3,-1,2,22,2,1,1,22,-3,-19,0,168, ,34,23,sobre,0,4,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",4,-5,4,false,true,false,,true,21,,false,,false,0,0,3,-1,2,22,2,1,1,22,-3
AMD1111_03,AMD1111_03_page18,,,22,172,5113,5285,5113,5285,705,300,AMD1111_03_page18,4.903,false,280,2,280,2,224,1,280,2,336,3,280,2,224,1,280,2,336,3,280,2,336,3,280,-20,2,2,0,163,r,29,21,arrojar,6,2,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-5,5,-5,false,true,false,true,,,23,false,false,,0,0,4,-1,5,23,4,1,1,23,2,-20,0,163,r,29,21,arrojar,6,2,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-5,5,-5,false,true,false,,false,,23,false,,true,0,0,4,-1,5,23,4,1,1,23,2
AMD1111_03,AMD1111_03_page18,,,23,248,5313,5561,5313,5561,790,310,AMD1111_03_page18,5.021,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,280,2,392,4,280,2,336,3,280,-30,2,2,0,168, ,34,23,sobre,0,4,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",5,14,5,false,true,false,false,,,,false,false,,0,0,4,-1,3,24,3,1,1,24,-3,-30,0,168, ,34,23,sobre,0,4,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",5,14,5,false,true,false,,false,,,false,,false,0,0,4,-1,3,24,3,1,1,24,-3
AMD1111_03,AMD1111_03_page18,,,24,308,5597,5905,5597,5905,1015,326,AMD1111_03_page18,13.292,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-46,2,2,0,182,e,48,25,cuestión.,2,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",14,-3,12,false,true,false,false,,,,false,false,,0,0,4,-1,1,25,1,1,1,25,-3,-46,0,182,e,48,25,cuestión.,2,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",14,-3,12,false,true,false,,false,,,false,,false,0,0,4,-1,1,25,1,1,1,25,-3
AMD1111_03,AMD1111_03_page18,,,25,172,5929,6101,5929,6101,982,319,AMD1111_03_page18,1.949,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-39,2,2,0,179, ,45,25,cuestión.,0,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-3,-14,-1,true,true,true,false,22,,,false,false,,0,0,4,-1,2,26,1,1,2,26,-5,-39,0,179, ,45,25,cuestión.,0,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-3,-14,-1,true,true,false,,true,22,,false,,false,0,0,4,-1,2,26,1,1,2,26,-5
AMD1111_03,AMD1111_03_page18,,,26,152,6145,6297,6145,6297,735,328,AMD1111_03_page18,14.592,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-48,2,2,0,165,l,31,22,luz,0,3,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-14,4,-14,false,true,false,true,,,25,false,false,,0,0,5,-1,4,27,4,1,1,27,-2,-48,0,165,l,31,22,luz,0,3,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-14,4,-14,false,true,false,,false,,25,false,,true,0,0,5,-1,4,27,4,1,1,27,-2
AMD1111_03,AMD1111_03_page18,,,27,232,6317,6549,6317,6549,798,326,AMD1111_03_page18,3.722,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-46,2,2,0,169,s,35,23,sobre,0,4,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",4,7,4,false,true,false,false,,,,false,false,,0,0,5,-1,4,28,4,1,1,28,-3,-46,0,169,s,35,23,sobre,0,4,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",4,7,4,false,true,false,,false,,,false,,false,0,0,5,-1,4,28,4,1,1,28,-3
AMD1111_03,AMD1111_03_page18,,,28,184,6585,6769,6585,6769,928,310,AMD1111_03_page18,7.68,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-30,2,2,0,176,s,42,24,esta,1,5,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",7,6,6,false,true,false,false,,,,false,false,,1,0,5,-1,1,29,1,1,1,29,-1.5,-30,0,176,s,42,24,esta,1,5,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",7,6,6,false,true,false,,false,,,false,,false,0,0,5,-1,2,29,2,1,1,29,-1.5
AMD1111_03,AMD1111_03_page18,,,29,208,6797,7005,6797,7005,1023,314,AMD1111_03_page18,5.612,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-34,2,2,0,182,e,48,25,cuestión.,2,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",6,-4,4,false,true,true,false,24,,,false,false,,0,0,5,-1,3,30,2,1,1,30,-3,-34,0,182,e,48,25,cuestión.,2,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",6,-4,4,false,true,false,,true,24,,false,,false,0,0,5,-1,3,30,2,1,1,30,-3
AMD1111_03,AMD1111_03_page18,,,30,192,7029,7221,7029,7221,962,313,AMD1111_03_page18,3.604,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-33,2,2,0,178,a,44,24,esta,3,5,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-4,-13,-2,false,true,true,true,22,,25,false,false,,0,0,6,-1,2,31,2,1,1,31,0.5,-33,0,178,a,44,24,esta,3,5,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-4,-13,-2,false,true,false,,true,22,25,false,,true,0,0,6,-1,3,31,3,1,1,31,0.5
AMD1111_03,AMD1111_03_page18,,,31,247,7273,7520,7273,7520,742,302,AMD1111_03_page18,12.997,false,280,2,280,2,224,1,280,2,336,3,280,2,224,1,280,2,336,3,280,2,336,3,280,-22,2,2,0,165,l,31,22,luz,0,3,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-13,4,-10,false,true,false,true,,,24,false,false,,0,0,6,-1,5,32,5,1,1,32,-2,-22,0,165,l,31,22,luz,0,3,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-13,4,-10,false,true,false,,false,,24,false,,true,0,0,6,-1,5,32,5,1,1,32,-2
AMD1111_03,AMD1111_03_page18,,,32,172,7548,7720,7548,7720,801,311,AMD1111_03_page18,3.485,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,280,2,392,4,280,2,336,3,280,-31,2,2,0,169,s,35,23,sobre,0,4,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",4,-5,4,false,true,true,false,21,,,false,false,,0,0,6,-1,5,33,5,1,1,33,-3,-31,0,169,s,35,23,sobre,0,4,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",4,-5,4,false,true,false,,true,21,,false,,false,0,0,6,-1,5,33,5,1,1,33,-3
AMD1111_03,AMD1111_03_page18,,,33,196,7744,7940,7744,7940,716,298,AMD1111_03_page18,5.021,false,280,2,280,2,224,1,280,2,336,3,280,2,224,1,280,2,336,3,280,2,336,3,280,-18,2,2,0,164, ,30,21,arrojar,6,2,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-5,-1,-5,false,true,false,true,,,23,false,false,,0,0,7,-1,6,34,5,1,1,34,2,-18,0,164, ,30,21,arrojar,6,2,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-5,-1,-5,false,true,false,,false,,23,false,,true,0,0,7,-1,6,34,5,1,1,34,2
AMD1111_03,AMD1111_03_page18,,,34,60,8180,8240,8180,8240,703,292,AMD1111_03_page18,0.768,false,280,2,280,2,224,1,280,2,336,3,280,2,224,1,280,2,336,3,280,2,336,3,280,-12,2,2,0,163,r,29,21,arrojar,6,2,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-1,18,5,true,true,false,false,,,,false,false,,0,0,7,-1,7,35,5,1,2,35,2,-12,0,163,r,29,21,arrojar,6,2,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-1,18,5,true,true,false,,false,,,false,,false,0,0,7,-1,7,35,5,1,2,35,2
AMD1111_03,AMD1111_03_page18,,,35,144,10568,10712,10568,10712,1002,326,AMD1111_03_page18,17.664,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-46,2,2,0,181,u,47,25,cuestión.,1,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",18,2,17,false,true,false,false,,,,false,false,,0,0,7,-1,4,36,3,1,1,36,-4,-46,0,181,u,47,25,cuestión.,1,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",18,2,17,false,true,false,,false,,,false,,false,0,0,7,-1,4,36,3,1,1,36,-4
AMD1111_03,AMD1111_03_page18,,,36,152,10732,10884,10732,10884,1038,328,AMD1111_03_page18,2.127,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-48,2,2,0,183,s,49,25,cuestión.,3,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",2,-5,-1,true,true,true,false,24,,,false,false,,0,0,7,-1,5,37,3,1,2,37,-2,-48,0,183,s,49,25,cuestión.,3,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",2,-5,-1,true,true,false,,true,24,,false,,false,0,0,7,-1,5,37,3,1,2,37,-2
AMD1111_03,AMD1111_03_page18,,,37,92,10912,11004,10912,11004,954,331,AMD1111_03_page18,4.962,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,392,4,280,-51,2,2,0,178,a,44,24,esta,3,5,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-5,-5,-2,false,true,true,true,23,,25,false,false,,0,0,8,-1,3,38,3,1,1,38,0.5,-51,0,178,a,44,24,esta,3,5,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-5,-5,-2,false,true,false,,true,23,25,false,,true,0,0,8,-1,4,38,4,1,1,38,0.5
AMD1111_03,AMD1111_03_page18,,,38,395,12020,12415,12020,12415,864,311,AMD1111_03_page18,5.317,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-31,2,2,0,173,e,39,23,sobre,4,4,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-5,7,-2,false,true,false,true,,,24,false,false,,0,0,8,-1,6,39,6,1,1,39,1,-31,0,173,e,39,23,sobre,4,4,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-5,7,-2,false,true,false,,false,,24,false,,true,0,0,8,-1,6,39,6,1,1,39,1
AMD1111_03,AMD1111_03_page18,,,39,144,12451,12595,12451,12595,992,321,AMD1111_03_page18,7.562,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-41,2,2,0,180,c,46,25,cuestión.,0,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",7,3,7,false,true,false,false,,,,false,false,,0,0,8,-1,6,40,4,1,1,40,-5,-41,0,180,c,46,25,cuestión.,0,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",7,3,7,false,true,false,,false,,,false,,false,0,0,8,-1,6,40,4,1,1,40,-5
AMD1111_03,AMD1111_03_page18,,,40,152,12619,12771,12619,12771,1038,322,AMD1111_03_page18,2.717,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-42,2,2,0,183,s,49,25,cuestión.,3,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",3,-6,0,true,true,true,false,24,,,false,false,,0,0,8,-1,7,41,4,1,2,41,-2,-42,0,183,s,49,25,cuestión.,3,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",3,-6,0,true,true,false,,true,24,,false,,false,0,0,8,-1,7,41,4,1,2,41,-2
AMD1111_03,AMD1111_03_page18,,,41,164,12799,12963,12799,12963,933,315,AMD1111_03_page18,6.203,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-35,2,2,0,177,t,43,24,esta,2,5,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-6,4,-3,false,true,false,true,,,25,false,false,,0,0,9,-1,4,42,4,1,1,42,-0.5,-35,0,177,t,43,24,esta,2,5,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-6,4,-3,false,true,false,,false,,25,false,,true,0,0,9,-1,5,42,5,1,1,42,-0.5
AMD1111_03,AMD1111_03_page18,,,42,152,13007,13159,13007,13159,1007,321,AMD1111_03_page18,4.372,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-41,2,2,0,181,u,47,25,cuestión.,1,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",4,-4,3,false,true,true,false,24,,,false,false,,0,0,9,-1,8,43,5,1,1,43,-4,-41,0,181,u,47,25,cuestión.,1,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",4,-4,3,false,true,false,,true,24,,false,,false,0,0,9,-1,8,43,5,1,1,43,-4
AMD1111_03,AMD1111_03_page18,,,43,192,13183,13375,13183,13375,931,314,AMD1111_03_page18,4.49,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-34,2,2,0,177,t,43,24,esta,2,5,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-4,6,-3,false,true,false,true,,,25,false,false,,0,0,10,-1,5,44,5,1,1,44,-0.5,-34,0,177,t,43,24,esta,2,5,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-4,6,-3,false,true,false,,false,,25,false,,true,0,0,10,-1,6,44,6,1,1,44,-0.5
AMD1111_03,AMD1111_03_page18,,,44,184,13403,13587,13403,13587,1032,314,AMD1111_03_page18,5.967,false,280,2,336,3,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-34,2,2,0,183,s,49,25,cuestión.,3,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",6,4,3,false,true,false,false,,,,false,false,,0,0,10,-1,9,45,6,1,1,45,-2,-34,0,183,s,49,25,cuestión.,3,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",6,4,3,false,true,false,,false,,,false,,false,0,0,10,-1,9,45,6,1,1,45,-2
AMD1111_03,AMD1111_03_page18,,,45,184,13619,13803,13619,13803,1102,308,AMD1111_03_page18,4.135,false,280,2,280,2,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-28,2,2,0,187,n,53,25,cuestión.,7,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",4,9,-3,true,true,false,false,,,,false,false,,0,0,10,-1,10,46,6,1,2,46,2,-28,0,187,n,53,25,cuestión.,7,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",4,9,-3,true,true,false,,false,,,false,,false,0,0,10,-1,10,46,6,1,2,46,2
AMD1111_03,AMD1111_03_page18,,,46,288,13839,14127,13839,14127,1268,307,AMD1111_03_page18,9.807,false,280,2,280,2,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,336,3,280,-27,2,2,0,196,a,62,26,Destacan,6,7,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",9,-9,3,false,false,true,false,25,,,false,true,0,0,0,10,-1,1,1,1,1,1,1,1.5,-27,0,196,a,62,26,Destacan,6,7,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",9,-9,3,false,false,false,,true,25,,true,0,false,0,0,10,-1,1,1,1,1,1,1,1.5
AMD1111_03,AMD1111_03_page18,,,47,200,14179,14379,14179,14379,1112,299,AMD1111_03_page18,9.216,false,280,2,280,2,224,1,280,2,336,3,280,2,224,1,336,3,392,4,280,2,280,2,280,-19,2,2,0,187,n,53,25,cuestión.,7,6,26,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-9,14,-3,false,false,false,true,,1,26,true,false,,0,0,11,0,11,47,7,2,1,1,2,-19,0,187,n,53,25,cuestión.,7,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-9,14,-3,false,false,true,1,false,,26,false,,true,0,0,11,0,11,47,7,2,1,1,2
AMD1111_03,AMD1111_03_page18,,,48,52,14423,14475,14423,14475,1343,287,AMD1111_03_page18,13.646,false,280,2,280,2,224,1,280,2,336,3,224,1,224,1,280,2,392,4,224,1,280,2,280,-7,2,2,0,201,u,67,27,aquellas,2,8,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",14,1,12,false,false,false,false,,,,false,false,,0,0,11,0,1,2,1,2,1,1,-2.5,-7,0,201,u,67,27,aquellas,2,8,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",14,1,12,false,false,false,,false,,,false,,false,0,0,11,0,1,2,1,2,1,1,-2.5
AMD1111_03,AMD1111_03_page18,,,49,88,14491,14579,14491,14579,1358,288,AMD1111_03_page18,0.886,false,280,2,280,2,224,1,280,2,336,3,224,1,224,1,280,2,392,4,224,1,280,2,280,-8,2,2,0,202,e,68,27,aquellas,3,8,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",1,6,-2,true,true,false,false,,,,false,false,,0,0,11,0,2,3,1,2,2,2,-1.5,-8,0,202,e,68,27,aquellas,3,8,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",1,6,-2,true,true,false,,false,,,false,,false,0,0,11,0,2,3,1,2,2,2,-1.5
AMD1111_03,AMD1111_03_page18,,,50,228,14611,14839,14611,14839,1471,267,AMD1111_03_page18,6.676,false,280,2,280,2,224,1,280,2,280,2,224,1,224,1,280,2,392,4,224,1,280,2,280,13,2,2,0,208,c,74,28,con,0,9,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",6,6,6,false,true,false,false,,,,false,false,,0,0,11,0,1,4,1,2,1,3,-2,13,0,208,c,74,28,con,0,9,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",6,6,6,false,true,false,,false,,,false,,false,0,0,11,0,1,4,1,2,1,3,-2
